DATE,OceanTemp,Salinity,SeaPressure,BlueCrabCatch,WaveDirection,AverageWavePeriod,DominantWavePeriod,WaveHeight,Gust,WindSpeed,WindDirection,Illum,PRCP,AvgDailyWind,Weekend,Attack
20120420,20.2,35.8,,104214,104.2,,,1.59,,,,NM,0,19,Yes,N
20120421,20.5,36,,106331,104.2,,,1.59,,,,NM,0,23,Yes,N
20120422,20.1,35.5,,124578,104.2,,,1.59,,,,NM,808,56,Yes,N
20120423,19.7,35.6,,94035,104.2,,,1.59,,,,NM,0,58,No,N
20120424,19.9,36,,30501,104.2,,,1.59,,,,NM,0,51,No,N
20120425,20,36.1,,168102,104.2,,,1.59,,,,LQ,0,41,No,N
20120426,20.9,36,,163525,104.2,,,1.59,,,,LQ,58,70,No,N
20120427,21.6,36.1,,180156,104.2,,,1.59,,,,LQ,10,48,Yes,N
20120428,21.7,36,,145329,104.2,,,1.59,,,,LQ,20,45,Yes,N
20120429,21.9,36,,187559,104.2,,,1.59,,,,FQ,0,31,Yes,N
20120430,21.8,36.1,,161062,104.2,,,1.59,,,,FQ,0,38,No,N
20120501,21.6,36.1,,50685,113,,,1.22,,,,FQ,0,51,No,N
20120502,21.7,36.1,,211725,113,,,1.22,,,,FM,3,48,No,N
20120503,21.7,36,,155850,113,,,1.22,,,,FM,0,22,No,N
20120504,22.5,,,184040,113,,,1.22,,,,NM,0,29,Yes,N
20120505,22.5,,,156210,113,,,1.22,,,,FM,33,22,Yes,N
20120506,22.5,,,87238,113,,,1.22,,,,FM,0,48,Yes,N
20120507,22.5,,,94129,113,,,1.22,,,,FM,0,42,No,N
20120508,22.5,,,55044,113,,,1.22,,,,FM,0,38,No,N
20120509,22.3,36.1,,244938,113,,,1.22,,,,FM,86,41,No,N
20120510,22.1,36.1,,173720,113,,,1.22,,,,FQ,0,37,No,N
20120511,22.5,36.1,,171565,113,,,1.22,,,,FQ,0,28,Yes,N
20120512,22.2,36.1,,167419,113,,,1.22,,,,FQ,0,19,Yes,N
20120513,22.3,36,,183885,113,,,1.22,,,,LQ,0,54,Yes,N
20120514,22.2,36,,160414,113,,,1.22,,,,LQ,0,67,No,N
20120515,22.4,35.9,,104345,113,,,1.22,,,,LQ,406,63,No,N
20120516,22.7,35.9,,143134,113,,,1.22,,,,LQ,28,32,No,N
20120517,23,35.7,,183514,113,,,1.22,,,,NM,81,31,No,N
20120518,22.8,35.2,,118804,113,,,1.22,,,,NM,30,60,Yes,N
20120519,22.3,35.3,,223763,113,,,1.22,,,,NM,0,48,Yes,N
20120520,22.5,,,211803,113,,,1.22,,,,NM,0,24,Yes,N
20120521,22.5,,,186311,113,,,1.22,,,,NM,0,25,No,N
20120522,22.5,,,14883,113,,,1.22,,,,NM,0,19,No,N
20120523,22.5,,,268625,113,,,1.22,,,,NM,135,33,No,N
20120524,22.5,,,177982,113,,,1.22,,,,NM,0,38,No,N
20120525,22.5,,,192981,113,,,1.22,,,,LQ,15,42,Yes,N
20120526,22.5,,,206517,113,,,1.22,,,,LQ,0,60,Yes,N
20120527,23.3,35.4,,204947,113,,,1.22,,,,LQ,30,42,Yes,N
20120528,23.8,35.4,,171615,113,,,1.22,,,,FQ,0,38,No,N
20120529,24.3,35.3,,12107,113,,,1.22,,,,FQ,10,52,No,N
20120530,24.6,35.2,,287647,113,,,1.22,,,,FQ,378,74,No,N
20120531,23.9,35.2,,190377,113,,,1.22,,,,FQ,0,39,No,Y
20120601,24.3,35.2,,221975,138.3,,,1.09,,,,FM,155,58,Yes,N
20120602,24.5,35.1,,93561,138.3,,,1.09,,,,NM,74,29,Yes,N
20120603,24.6,35.1,,95016,138.3,,,1.09,,,,FM,0,36,Yes,N
20120604,25.1,35.3,,197211,138.3,,,1.09,,,,FM,0,40,No,N
20120605,25.1,35.3,,87812,138.3,,,1.09,,,,FM,0,35,No,N
20120606,24.7,35.2,,262590,138.3,,,1.09,,,,FM,0,41,No,N
20120607,24.2,35.3,,180677,138.3,,,1.09,,,,FM,0,27,No,N
20120608,24.3,35.2,,205649,138.3,,,1.09,,,,FQ,28,21,Yes,N
20120609,24.6,35.3,,161733,138.3,,,1.09,,,,FQ,0,37,Yes,N
20120610,24.8,35.3,,184719,138.3,,,1.09,,,,FQ,0,41,Yes,N
20120611,25.3,35.4,,170207,138.3,,,1.09,,,,FQ,0,30,No,N
20120612,24.6,35.4,,48178,138.3,,,1.09,,,,LQ,46,53,No,N
20120613,24.7,35.1,,249964,138.3,,,1.09,,,,LQ,168,36,No,N
20120614,24.7,35.3,,115457,138.3,,,1.09,,,,LQ,0,58,No,N
20120615,24.7,35.3,,212880,138.3,,,1.09,,,,NM,0,60,Yes,N
20120616,24.6,35.3,,178811,138.3,,,1.09,,,,NM,0,54,Yes,N
20120617,24.5,35.3,,206704,138.3,,,1.09,,,,NM,0,43,Yes,N
20120618,24.5,35.2,,214913,138.3,,,1.09,,,,NM,0,18,No,Y
20120619,24.7,35.3,,117028,138.3,,,1.09,,,,NM,0,22,No,N
20120620,24.9,35.3,,244707,138.3,,,1.09,,,,NM,0,37,No,N
20120621,25.1,35.3,,237689,138.3,,,1.09,,,,NM,0,51,No,N
20120622,25.8,,,228814,138.3,,,1.09,,,,NM,0,61,Yes,N
20120623,25.1,35.3,,201383,138.3,,,1.09,,,,LQ,15,37,Yes,N
20120624,25.7,35.3,,221139,138.3,,,1.09,,,,LQ,0,17,Yes,N
20120625,25.9,35.2,,179124,138.3,,,1.09,,,,LQ,213,47,No,N
20120626,26,35.4,,17639,138.3,,,1.09,,,,LQ,0,37,No,N
20120627,25.3,35.4,,241771,138.3,,,1.09,,,,FQ,0,18,No,N
20120628,25.2,35.4,,178667,138.3,,,1.09,,,,FQ,0,35,No,N
20120629,25.5,35.4,,178459,138.3,,,1.09,,,,FQ,0,63,Yes,N
20120630,26,35.4,,160337,138.3,,,1.09,,,,FM,0,30,Yes,N
20120701,26.3,35.4,1014.1,162534,167,4,6.67,0.94,8.9,7.6,237,FM,130,50,Yes,N
20120702,26,35.4,1013.7,116736,228,4.16,5,1.44,11.6,10.1,252,NM,0,33,No,N
20120703,26.4,35.4,1016.6,14735,96,5.41,10,0.54,1,0.5,321,FM,0,26,No,N
20120704,27,35.2,1014.9,171003,201,3.77,3.85,0.96,10.9,8.9,218,FM,0,57,No,N
20120705,27.1,34.9,1013.3,144222,214,3.9,5.26,1.05,10.2,8.6,239,FM,0,52,No,N
20120706,27.2,34.9,1013.9,146258,208,4.23,4.55,1.26,8.5,7.3,238,FM,0,46,Yes,N
20120707,27.4,34.8,1015.7,149510,207,4.38,5.26,1.35,11.3,9.6,241,FQ,0,46,Yes,N
20120708,27.5,34.8,1014.9,128572,206,4.54,5.56,1.59,11.4,9.1,234,FQ,0,57,Yes,Y
20120709,27.4,34.9,1012.3,110692,210,5,6.67,2.28,14.3,11.3,222,FQ,0,55,No,N
20120710,27.4,34.9,1014.4,13850,169.1,99,99,1.14,10.7,9,240,FQ,152,41,No,N
20120711,27.8,34.9,1018,163647,214,4.57,5.56,1,5.3,4.5,244,LQ,226,25,No,N
20120712,27.7,34.6,1020,111459,78,4.92,8.33,0.98,5.1,4.3,259,LQ,140,22,No,N
20120713,28,34.7,1022.5,150818,74,5.84,9.09,0.79,3.5,2.9,183,LQ,0,23,Yes,N
20120714,28.1,34.7,1023.7,131922,83,5.64,7.69,0.64,3.5,2.8,179,LQ,0,26,Yes,N
20120715,28.3,34.7,1023,124282,118,6.78,9.09,1.02,4.9,4.1,193,NM,0,36,Yes,N
20120716,28.4,34.7,1018.4,133521,115,4.72,10.81,1.12,7.9,6.4,261,NM,0,45,No,N
20120717,28.5,34.8,1015,8245,127,4.55,10,1.13,7.9,7,256,NM,0,41,No,N
20120718,28.5,34.9,1016.6,190079,195,4.71,5.56,1.17,7.3,6.5,241,NM,0,44,No,N
20120719,27.6,35.1,1017.4,148278,210,4.79,5.88,1.72,10.4,8.8,238,NM,0,55,No,N
20120720,27.6,35,1015.2,135147,209,5.07,7.14,2.13,12.2,10.7,228,NM,284,60,Yes,N
20120721,27.1,35.2,1015.9,149598,195,4.96,7.69,1.77,9.9,8.5,240,NM,102,39,Yes,N
20120722,26.8,35.3,1020.2,140700,223,4.84,6.67,1.32,9.8,8.3,251,LQ,43,24,Yes,N
20120723,26.9,35.3,1022.1,112959,218,4.65,5.26,1.6,11.7,9.6,320,LQ,135,45,No,N
20120724,27.4,35.2,1013.7,10908,201,5.01,6.25,1.89,14.1,10.7,249,LQ,3,54,No,Y
20120725,27.6,35.2,1010.8,179420,210,4.84,6.25,1.44,9.6,7.6,342,LQ,0,34,No,N
20120726,27.6,35.2,1013.7,140134,41,5.75,7.69,1.13,8.5,7.2,203,FQ,0,42,No,N
20120727,27.7,35.3,1012.7,150664,217,4.48,5.56,1.5,10.8,9,230,FQ,0,49,Yes,N
20120728,27.8,35.3,1014.9,136107,208,4.6,6.25,1.14,7.7,6.5,239,FQ,0,37,Yes,N
20120729,27.9,35.2,1015.2,119459,213,4.29,5.88,0.94,4.5,3.6,323,FM,0,30,Yes,N
20120730,27.9,35.3,1016.5,95003,107,4.22,11.43,0.58,1,0.6,350,FM,99,21,No,N
20120731,27.9,35.3,1015.6,14753,195,4.46,5.88,0.66,1.9,1.3,60,NM,51,21,No,N
20120801,27.9,35.3,1013.7,211233,172,3.82,5.56,0.99,11,9.6,215,FM,150,19,No,N
20120802,27.6,34.8,1014.1,148997,141,5.48,6.67,0.91,2.2,1.5,323,FM,0,16,No,N
20120803,27.9,34.9,1017.1,164436,131,5.42,9.09,0.88,3.5,2.6,180,FM,0,25,Yes,N
20120804,28.1,34.9,1022.8,135132,132,4.6,8.33,0.76,3.6,3.1,163,FM,38,23,Yes,N
20120805,28.3,35,1024.3,153423,128,4.7,7.14,0.78,6.7,5.5,174,FM,0,37,Yes,N
20120806,28.3,35.1,1021.3,118068,155,4.14,6.25,0.71,6.1,5.2,237,FQ,13,33,No,N
20120807,28.4,35.2,1018.1,10884,131,5.2,10,1.04,3.9,3.4,211,FQ,8,22,No,N
20120808,28.1,34.9,1016.6,177657,133.9,99,99,1.15,4.9,4.1,284,FQ,114,22,No,N
20120809,28.1,35,1016.7,134705,219,4.9,5.26,0.79,5.8,4.7,281,FQ,0,30,No,N
20120810,28,35.1,1013.9,127993,217,4.75,6.25,1.82,14.4,10.7,230,LQ,206,64,Yes,N
20120811,28.1,35,1015.5,123089,215,4.65,6.67,1.83,13.1,11.1,195,LQ,290,65,Yes,N
20120812,27.4,35.3,1016.5,117111,207,4.56,6.25,1.26,6,5.1,222,LQ,58,36,Yes,N
20120813,27.2,35.3,1017.6,114043,111,5.75,8.33,0.85,3.4,2.8,205,LQ,0,24,No,N
20120814,27.5,35.3,1014.9,12516,89,4.37,9.09,0.73,4.8,4.1,272,NM,0,39,No,N
20120815,27.5,35.3,,160945,133.9,,,1.15,,,,NM,8,43,No,N
20120816,27.5,35.3,,123324,133.9,,,1.15,,,,NM,0,15,No,N
20120817,27.6,35.3,,112362,133.9,,,1.15,,,,NM,0,31,Yes,N
20120818,27.6,35.2,,117101,133.9,,,1.15,,,,NM,5,33,Yes,N
20120819,27.8,35.2,,125336,133.9,,,1.15,,,,NM,81,26,Yes,N
20120820,27.7,35.2,,102319,133.9,,,1.15,,,,NM,25,30,No,N
20120821,27.7,35.1,,56347,133.9,,,1.15,,,,LQ,46,18,No,N
20120822,27.4,35,,93803,133.9,,,1.15,,,,LQ,36,23,No,N
20120823,27.7,35.9,,112228,133.9,,,1.15,,,,LQ,28,30,No,N
20120824,27.5,35.9,,95299,133.9,,,1.15,,,,FQ,102,30,Yes,N
20120825,27.2,35.8,,93068,133.9,,,1.15,,,,FQ,122,37,Yes,N
20120826,27.2,35.9,,107283,133.9,,,1.15,,,,FQ,3,26,Yes,N
20120827,27.3,35.8,,73269,133.9,,,1.15,,,,FM,10,40,No,N
20120828,27.4,35.8,,19126,133.9,,,1.15,,,,FM,10,45,No,N
20120829,26.9,35.6,,120769,133.9,,,1.15,,,,NM,8,25,No,N
20120830,26.8,35.7,,101450,133.9,,,1.15,,,,FM,0,22,No,N
20120831,26.8,35.8,,109807,133.9,,,1.15,,,,FM,0,36,Yes,N
20120901,26.9,35.7,1019.2,99597,215,4.01,5,1.03,9.7,7.9,263,FM,0,26,Yes,N
20120902,27.2,35.6,1017.2,94435,84,4.55,10.81,0.68,2.5,1.9,128,FM,0,11,Yes,N
20120903,27.5,35.5,1017.5,84013,97,7.26,10,0.56,2.8,2.4,146,FM,10,22,No,N
20120904,27.3,35.5,1018.2,27669,92,5.23,14.81,0.91,7.5,6.6,186,FM,51,30,No,N
20120905,27.3,35.6,1015.4,126782,115,5.39,12.12,1.08,8.2,7,217,FQ,0,46,No,N
20120906,27.5,35.6,,43220,96,,,1.38,,,,FQ,94,48,No,N
20120907,27.8,35.6,,80440,96,,,1.38,,,,FQ,58,21,Yes,N
20120908,28.3,35.6,,125050,96,,,1.38,,,,FQ,46,52,Yes,N
20120909,28.1,35.1,,123400,96,,,1.38,,,,LQ,112,27,Yes,N
20120910,28,35.7,,78656,96,,,1.38,,,,LQ,0,34,No,N
20120911,27.9,35.7,,28633,96,,,1.38,,,,LQ,0,27,No,N
20120912,26.8,35.7,,140309,96,,,1.38,,,,NM,0,30,No,N
20120913,26.6,35.8,1025.3,110398,88,5.75,11.43,1.01,8.6,6.6,21,NM,86,29,No,N
20120914,26.6,35.8,,84126,96,,,1.38,,,,NM,165,20,Yes,N
20120915,26.8,35.9,,79936,96,,,1.38,,,,NM,0,27,Yes,N
20120916,27,36,,81437,96,,,1.38,,,,NM,0,14,Yes,N
20120917,26.4,35.4,1020,49869,90,8.6,10,1,1.2,0.8,27,NM,3,34,No,N
20120918,26.6,35.8,1014.5,37052,162,5.09,5.88,1.88,13.9,12,170,NM,178,82,No,N
20120919,26.7,35.8,1013.3,117622,160,5.44,7.14,1.77,6.9,5.6,286,LQ,3,45,No,N
20120920,26.5,35.9,1017.5,69241,64,4.81,6.67,1.7,13,10.2,17,LQ,8,41,No,N
20120921,26.1,35.9,1018,82543,57,4.97,7.14,0.97,7.2,5.9,350,LQ,0,18,Yes,N
20120922,26,35.9,1017.8,95093,75,7.97,10,1.14,2.4,1.4,278,FQ,0,27,Yes,N
20120923,26.1,35.9,1016.2,89547,94,5.2,10,1.35,7.8,6.4,314,FQ,0,43,Yes,N
20120924,26,35.9,,69966,96,,,1.38,,,,FQ,0,34,No,N
20120925,25.8,36,,27023,96,,,1.38,,,,FQ,0,23,No,N
20120926,25.7,36,,80770,96,,,1.38,,,,FM,0,9,No,N
20120927,25.9,36,,112814,96,,,1.38,,,,FM,0,16,No,N
20120928,26.1,36,,121077,96,,,1.38,,,,NM,0,23,Yes,N
20120929,26.1,36,,77173,96,,,1.38,,,,FM,254,24,Yes,N
20120930,26,36,,132722,96,,,1.38,,,,FM,71,16,Yes,N
20121001,25.9,36,,55122,101.4,,,1.34,,,,FM,13,20,No,N
20121002,26,35.9,,63695,101.4,,,1.34,,,,FM,132,45,No,N
20121003,26,35.9,,145368,101.4,,,1.34,,,,FM,28,30,No,N
20121004,26,35.9,,58370,101.4,,,1.34,,,,FQ,0,29,No,N
20121005,26.1,36,,128580,101.4,,,1.34,,,,FQ,0,21,Yes,N
20121006,26.2,36,,70574,101.4,,,1.34,,,,FQ,0,23,Yes,N
20121007,26.3,36.1,,91894,101.4,,,1.34,,,,FQ,0,25,Yes,N
20121008,26.4,36.1,,53274,101.4,,,1.34,,,,LQ,5,38,No,N
20121009,26,36.1,,28293,101.4,,,1.34,,,,LQ,0,27,No,N
20121010,25.7,36,,112859,101.4,,,1.34,,,,LQ,0,32,No,N
20121011,25.6,36,,79074,101.4,,,1.34,,,,LQ,0,38,No,N
20121012,25.3,36,,69646,101.4,,,1.34,,,,NM,0,29,Yes,N
20121013,25.1,36,,72831,101.4,,,1.34,,,,NM,0,39,Yes,N
20121014,24.9,36,,82001,101.4,,,1.34,,,,NM,0,16,Yes,N
20121015,25.2,36.1,,6429,101.4,,,1.34,,,,NM,91,22,No,N
20121016,25.1,36.2,,2371,101.4,,,1.34,,,,NM,0,33,No,N
20121017,24.9,36.1,,4180,101.4,,,1.34,,,,NM,0,21,No,N
20121018,24.7,36.2,,5450,101.4,,,1.34,,,,LQ,58,31,No,N
20121019,24.8,36.1,,18704,101.4,,,1.34,,,,LQ,0,23,Yes,N
20121020,25,36.2,,52734,101.4,,,1.34,,,,LQ,0,37,Yes,N
20121021,24.3,36.1,,39911,101.4,,,1.34,,,,LQ,0,28,Yes,N
20121022,24,36.1,,41856,101.4,,,1.34,,,,FQ,0,14,No,N
20121023,23.9,36.1,,23074,101.4,,,1.34,,,,FQ,0,21,No,N
20121024,24.8,36.2,,72882,101.4,,,1.34,,,,FQ,0,22,No,N
20121025,25,36.2,,51673,101.4,,,1.34,,,,FM,0,21,No,N
20121026,24.8,,,16965,101.4,,,1.34,,,,FM,61,38,Yes,N
20121027,24.8,,,60988,101.4,,,1.34,,,,FM,818,67,Yes,N
20121028,24.8,,,62334,101.4,,,1.34,,,,NM,1156,87,Yes,N
20121029,24.8,,,65401,101.4,,,1.34,,,,FM,20,98,No,N
20121030,24.8,,,20058,101.4,,,1.34,,,,FM,0,73,No,N
20121031,24.8,,,75009,101.4,,,1.34,,,,FM,0,48,No,N
20121101,20.7,,,34450,109.7,,,1.62,,,,FM,0,42,No,N
20121102,20.7,,,24918,109.7,,,1.62,,,,FM,0,41,Yes,N
20121103,20.7,,,84591,109.7,,,1.62,,,,FQ,0,17,Yes,N
20121104,20.7,,,40520,109.7,,,1.62,,,,FQ,3,30,Yes,N
20121105,20.7,,,21481,109.7,,,1.62,,,,FQ,5,42,No,N
20121106,20.7,,,11002,109.7,,,1.62,,,,FQ,178,42,No,N
20121107,20.7,,,12736,109.7,,,1.62,,,,LQ,8,46,No,N
20121108,20.7,,,64401,109.7,,,1.62,,,,LQ,0,44,No,N
20121109,20.7,,,45794,109.7,,,1.62,,,,LQ,0,18,Yes,N
20121110,20.7,,,3667,109.7,,,1.62,,,,LQ,0,15,Yes,N
20121111,20.7,,,61778,109.7,,,1.62,,,,NM,0,22,Yes,N
20121112,20.7,,,11986,109.7,,,1.62,,,,NM,3,24,No,N
20121113,20.7,,,16241,109.7,,,1.62,,,,NM,25,41,No,N
20121114,20.7,,,53058,109.7,,,1.62,,,,NM,0,54,No,N
20121115,20.7,,,25597,109.7,,,1.62,,,,NM,3,42,No,N
20121116,20.7,,,17743,109.7,,,1.62,,,,NM,18,47,Yes,N
20121117,20.7,,,18046,109.7,,,1.62,,,,LQ,0,50,Yes,N
20121118,20.7,,,26077,109.7,,,1.62,,,,LQ,28,65,Yes,N
20121119,20.7,,,12516,109.7,,,1.62,,,,LQ,8,62,No,N
20121120,20.7,,,6175,109.7,,,1.62,,,,FQ,0,48,No,N
20121121,20.7,,,25003,109.7,,,1.62,,,,FQ,0,50,No,N
20121122,20.7,,,27856,109.7,,,1.62,,,,FQ,0,53,No,N
20121123,20.7,,,17446,109.7,,,1.62,,,,FQ,0,30,Yes,N
20121124,20.7,,,10330,109.7,,,1.62,,,,FM,0,38,Yes,N
20121125,20.7,,,26564,109.7,,,1.62,,,,FM,0,27,Yes,N
20121126,20.7,,,14770,109.7,,,1.62,,,,FM,0,22,No,N
20121127,20.7,,,7914,109.7,,,1.62,,,,FM,13,12,No,N
20121128,20.7,,,21723,109.7,,,1.62,,,,NM,0,27,No,N
20121129,20.7,,,15661,109.7,,,1.62,,,,FM,0,10,No,N
20121130,20.7,,,14192,109.7,,,1.62,,,,FM,0,14,Yes,N
20121201,18.2,,,4366,119.9,,,1.61,,,,FM,0,10,Yes,N
20121202,18.2,,,20833,119.9,,,1.61,,,,FM,0,12,Yes,N
20121203,18.2,,,13859,119.9,,,1.61,,,,FQ,0,30,No,N
20121204,18.2,,,6118,119.9,,,1.61,,,,FQ,0,20,No,N
20121205,18.2,,,18350,119.9,,,1.61,,,,FQ,0,37,No,N
20121206,18.2,,,10038,119.9,,,1.61,,,,FQ,0,40,No,N
20121207,16.9,36,,15619,119.9,,,1.61,,,,LQ,137,34,Yes,N
20121208,16.4,35.9,,15372,119.9,,,1.61,,,,LQ,18,30,Yes,N
20121209,16,35.8,,7829,119.9,,,1.61,,,,LQ,0,15,Yes,N
20121210,17.3,36,,3094,119.9,,,1.61,,,,NM,20,58,No,N
20121211,16.7,35.8,,4218,119.9,,,1.61,,,,NM,36,44,No,N
20121212,16.3,35.9,,8587,119.9,,,1.61,,,,NM,119,66,No,N
20121213,19.3,36.1,,1234,119.9,,,1.61,,,,NM,173,62,No,N
20121214,20.3,36.1,,6410,119.9,,,1.61,,,,NM,0,30,Yes,N
20121215,19.4,36.1,,9161,119.9,,,1.61,,,,NM,0,19,Yes,N
20121216,19.8,36.1,,7713,119.9,,,1.61,,,,LQ,79,25,Yes,N
20121217,20.2,36.1,,2732,119.9,,,1.61,,,,LQ,137,21,No,N
20121218,19.9,36.1,,3019,119.9,,,1.61,,,,LQ,5,50,No,N
20121219,18.5,36.1,,4677,119.9,,,1.61,,,,LQ,0,30,No,N
20121220,18,36.1,,3183,119.9,,,1.61,,,,FQ,0,48,No,N
20121221,17.3,36,,2495,119.9,,,1.61,,,,FQ,127,93,Yes,N
20121222,15.9,36,,1487,119.9,,,1.61,,,,FQ,0,66,Yes,N
20121223,14.7,35.8,,2015,119.9,,,1.61,,,,FQ,0,29,Yes,N
20121224,18,36.2,,1117,119.9,,,1.61,,,,FM,0,27,No,N
20121225,20.7,36.3,,1339,119.9,,,1.61,,,,FM,0,28,No,N
20121226,21.2,36.3,,1638,119.9,,,1.61,,,,FM,455,78,No,N
20121227,19.5,36.3,,960,119.9,,,1.61,,,,NM,0,65,No,N
20121228,18,36.3,,1708,119.9,,,1.61,,,,FM,0,14,Yes,N
20121229,17.4,36.3,,2669,119.9,,,1.61,,,,FM,348,47,Yes,N
20121230,16.3,36.2,,1797,119.9,,,1.61,,,,FM,0,61,Yes,N
20121231,16.3,36.3,,1297,119.9,,,1.61,,,,FM,0,43,No,N
20130101,15.5,36.2,,2367,123.1,,,1.75,,,,FM,18,34,No,N
20130102,15.8,36.2,,1683,123.1,,,1.75,,,,FQ,91,35,No,N
20130103,18.5,36.4,,1003,123.1,,,1.75,,,,FQ,3,34,No,N
20130104,18,36.4,,605,123.1,,,1.75,,,,FQ,0,29,Yes,N
20130105,17.8,36.4,,1234,123.1,,,1.75,,,,LQ,0,26,Yes,N
20130106,17.3,36.4,,1234,123.1,,,1.75,,,,LQ,43,21,Yes,N
20130107,15.2,36.3,,499,123.1,,,1.75,,,,LQ,0,29,No,N
20130108,15.9,36.3,,1234,123.1,,,1.75,,,,LQ,0,25,No,N
20130109,15.7,36.3,,266,123.1,,,1.75,,,,NM,0,16,No,N
20130110,15.3,36.3,,1234,123.1,,,1.75,,,,NM,0,30,No,N
20130111,17.9,36.4,,596,123.1,,,1.75,,,,NM,58,33,Yes,N
20130112,16,36.2,,2790,123.1,,,1.75,,,,NM,0,15,Yes,N
20130113,15.6,36.1,,335,123.1,,,1.75,,,,NM,0,13,Yes,N
20130114,15.2,36,,471,123.1,,,1.75,,,,NM,0,30,No,N
20130115,15.1,35.9,,1680,123.1,,,1.75,,,,LQ,5,25,No,N
20130116,14.5,36,,307,123.1,,,1.75,,,,LQ,3,28,No,N
20130117,14.9,35.9,,166,123.1,,,1.75,,,,LQ,160,39,No,N
20130118,15.7,36.3,,1723,123.1,,,1.75,,,,FQ,10,51,Yes,N
20130119,14.3,36,,1234,123.1,,,1.75,,,,FQ,0,23,Yes,N
20130120,13.6,35.8,,2871,123.1,,,1.75,,,,FQ,0,34,Yes,N
20130121,14.1,35.9,,2907,123.1,,,1.75,,,,FQ,0,24,No,N
20130122,15.4,36.3,,720,123.1,,,1.75,,,,FM,0,38,No,N
20130123,14.7,36.2,,2702,123.1,,,1.75,,,,FM,0,27,No,N
20130124,13.6,36,,2338,123.1,,,1.75,,,,FM,0,52,No,N
20130125,14.2,36.1,,968,123.1,,,1.75,,,,FM,89,25,Yes,N
20130126,14.2,36.1,,1846,123.1,,,1.75,,,,NM,0,31,Yes,N
20130127,14.7,36.2,,2111,123.1,,,1.75,,,,FM,0,33,Yes,N
20130128,16.1,36.4,,2459,123.1,,,1.75,,,,FM,0,24,No,N
20130129,16.4,36.4,,2016,123.1,,,1.75,,,,FM,0,36,No,N
20130130,16.5,36.4,,3207,123.1,,,1.75,,,,FM,0,59,No,N
20130131,15,36.3,,5626,123.1,,,1.75,,,,FQ,71,80,No,N
20130201,14.7,36.3,,2859,98,,,1.93,,,,FQ,0,64,Yes,N
20130202,13.5,36.1,,4998,98,,,1.93,,,,FQ,0,29,Yes,N
20130203,14.2,36.3,,2498,98,,,1.93,,,,FQ,0,36,Yes,N
20130204,14,36.3,,4063,98,,,1.93,,,,LQ,0,31,No,N
20130205,14.5,36.3,,1234,98,,,1.93,,,,LQ,0,40,No,N
20130206,13.7,36.2,,2485,98,,,1.93,,,,LQ,0,24,No,N
20130207,13.7,36.2,,1948,98,,,1.93,,,,NM,53,52,No,N
20130208,15.9,36.2,,1841,98,,,1.93,,,,NM,716,81,Yes,N
20130209,15.1,36.3,,1812,98,,,1.93,,,,NM,0,53,Yes,N
20130210,15.3,36.3,,1891,98,,,1.93,,,,NM,0,26,Yes,N
20130211,14.5,,,645,98,,,1.93,,,,NM,58,76,No,N
20130212,15.3,36.3,,1982,98,,,1.93,,,,NM,0,28,No,N
20130213,15.3,36.3,,1393,98,,,1.93,,,,LQ,211,40,No,N
20130214,15,36.2,,1408,98,,,1.93,,,,LQ,0,25,No,N
20130215,15,36.2,,1787,98,,,1.93,,,,LQ,0,19,Yes,N
20130216,14.9,36.3,,2221,98,,,1.93,,,,LQ,46,42,Yes,N
20130217,14.4,36.3,,3121,98,,,1.93,,,,FQ,0,72,Yes,N
20130218,14.2,36.3,,4078,98,,,1.93,,,,FQ,0,34,No,N
20130219,14,36.3,,1234,98,,,1.93,,,,FQ,15,53,No,N
20130220,13.9,36.2,,1984,98,,,1.93,,,,FQ,0,36,No,N
20130221,14.5,,,2839,98,,,1.93,,,,FM,0,28,No,N
20130222,12.9,35.8,,840,98,,,1.93,,,,FM,46,38,Yes,N
20130223,14.5,,,2307,98,,,1.93,,,,FM,521,32,Yes,N
20130224,13,35.8,,1206,98,,,1.93,,,,NM,10,22,Yes,N
20130225,13.1,35.9,,923,98,,,1.93,,,,FM,0,45,No,N
20130226,13.6,36.1,,576,98,,,1.93,,,,FM,244,57,No,N
20130227,13.4,36.1,,5355,98,,,1.93,,,,FM,0,41,No,N
20130228,13.2,36,,7019,98,,,1.93,,,,FM,0,48,No,N
20130301,13.6,36,,6779,147.8,,,1.89,,,,FM,0,34,Yes,N
20130302,13.1,36,,10264,147.8,,,1.89,,,,FQ,0,24,Yes,N
20130303,13.2,36.1,,11557,147.8,,,1.89,,,,FQ,0,32,Yes,N
20130304,12.7,36.2,,8963,147.8,,,1.89,,,,FQ,0,43,No,N
20130305,12.8,36.2,,4543,147.8,,,1.89,,,,LQ,23,27,No,N
20130306,12.4,36.1,,16614,147.8,,,1.89,,,,LQ,38,89,No,N
20130307,12.3,36.1,,14634,147.8,,,1.89,,,,LQ,0,53,No,N
20130308,12.6,36.3,,21162,147.8,,,1.89,,,,NM,0,49,Yes,N
20130309,12.9,36.3,,11496,147.8,,,1.89,,,,NM,0,42,Yes,N
20130310,13.8,36.1,,8510,147.8,,,1.89,,,,NM,0,27,Yes,N
20130311,14.4,36.1,,9359,147.8,,,1.89,,,,NM,0,31,No,N
20130312,14.4,36.1,,608,147.8,,,1.89,,,,NM,310,48,No,N
20130313,14.2,36.2,,5017,147.8,,,1.89,,,,NM,0,36,No,N
