DATE,MLLW,OceanTemp,Salinity,SeaPressure,BlueCrabCatch,WaveDirection,AverageWavePeriod,DominantWavePeriod,WaveHeight,Gust,WindSpeed,WindDirection,Illum,PRCP,AvgDailyWind,Weekend,Attack
20140211,0.62,14.5,33.26233333,1017.755,350,98,5.666,,1.93,,8.94775,218.32195,FM,226,60,No,N
20140212,0.42,14.5,33.26233333,1017.755,750,98,5.666,,1.93,,8.94775,218.32195,FM,224,63,No,N
20140213,1.194,14.5,33.26233333,996,665,120,8.56,10.81,4.45,6.1,3.8,268,FM,244,61,No,N
20140214,0.912,14.5,33.26233333,1009.9,1373,213,5.26,7.14,2.06,14.1,11.4,250,FM,0,61,Yes,N
20140215,0.971,14.5,33.26233333,997.6,1264,202,5.21,7.14,1.99,19.6,15.1,240,NM,33,62,Yes,N
20140216,0.843,14.5,33.26233333,1019.8,820,42,5.84,10,1.29,5.4,2.9,274,FM,0,35,Yes,N
20140217,0.581,14.5,33.26233333,1028.4,1344,14,5.37,6.67,1.61,12.6,9.9,6,FM,0,45,No,N
20140218,0.961,14.5,33.26233333,1021.8,2538,163,4.67,6.25,1.75,12.5,10,304,FM,5,39,No,N
20140219,0.591,14.5,33.26233333,1017,4342,204,4.17,4.17,1.33,12.1,9.8,273,FM,5,45,No,N
20140220,0.335,14.5,33.26233333,1017.755,936,98,5.666,,1.93,,8.94775,218.32195,FQ,0,41,No,N
20140221,0.322,14.5,33.26233333,1017.755,7603,98,5.666,,1.93,,8.94775,218.32195,FQ,183,59,Yes,N
20140222,0.443,14.5,33.26233333,1017.755,4052,98,5.666,,1.93,,8.94775,218.32195,FQ,0,24,Yes,N
20140223,0.23,14.5,33.26233333,1017.755,3875,98,5.666,,1.93,,8.94775,218.32195,FQ,0,29,Yes,N
20140224,0.374,14.5,33.26233333,1017.755,2017,98,5.666,,1.93,,8.94775,218.32195,LQ,0,34,No,N
20140225,0.367,14.5,33.26233333,1017.755,878,98,5.666,,1.93,,8.94775,218.32195,LQ,0,38,No,N
20140226,0.827,14.5,33.26233333,1017.755,4781,98,5.666,,1.93,,8.94775,218.32195,LQ,33,43,No,N
20140227,0.804,14.5,33.26233333,1017.755,7618,98,5.666,,1.93,,8.94775,218.32195,NM,0,34,No,N
20140228,0.748,14.5,33.26233333,1017.755,5432,98,5.666,,1.93,,8.94775,218.32195,NM,0,68,Yes,N
20140301,1.007,15.6,36.10675,1015.899667,5034,147.8,5.532333333,,1.89,,9.208333333,200.6636667,NM,0,38,Yes,N
20140302,0.725,15.6,36.10675,1015.899667,7526,147.8,5.532333333,,1.89,,9.208333333,200.6636667,NM,0,27,Yes,N
20140303,1.06,15.6,36.10675,1015.899667,9329,147.8,5.532333333,,1.89,,9.208333333,200.6636667,NM,13,68,No,N
20140304,1.476,15.6,36.10675,1015.899667,9053,147.8,5.532333333,,1.89,,9.208333333,200.6636667,NM,36,57,No,N
20140305,1.145,15.6,36.10675,1015.899667,3175,147.8,5.532333333,,1.89,,9.208333333,200.6636667,LQ,33,41,No,N
20140306,1.168,15.6,36.10675,1015.899667,10704,147.8,5.532333333,,1.89,,9.208333333,200.6636667,LQ,81,57,No,N
20140307,1.089,15.6,36.10675,1015.899667,8582,147.8,5.532333333,,1.89,,9.208333333,200.6636667,LQ,533,65,Yes,N
20140308,1.345,15.6,36.10675,1015.899667,6848,147.8,5.532333333,,1.89,,9.208333333,200.6636667,LQ,0,44,Yes,N
20140309,0.646,15.6,36.10675,1015.899667,3206,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FQ,0,38,Yes,N
20140310,0.397,15.6,36.10675,1015.899667,5059,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FQ,0,22,No,N
20140311,0.515,15.6,36.10675,1015.899667,25732,59,4.44,9.09,0.65,6.4,5.5,254,FQ,0,38,No,N
20140312,0.62,15.6,36.10675,1015.899667,20359,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FQ,5,62,No,N
20140313,1.693,15.6,36.10675,1015.899667,24843,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FM,0,73,No,N
20140314,0.604,15.6,36.10675,1015.899667,34980,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FM,0,37,Yes,N
20140315,0.41,15.6,36.10675,1015.899667,30636,147.8,5.532333333,,1.89,,9.208333333,200.6636667,NM,0,46,Yes,N
20140316,0.282,15.6,36.10675,1015.899667,7928,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FM,91,30,Yes,N
20140317,1.188,15.6,36.10675,1015.899667,42574,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FM,48,52,No,N
20140318,1.611,15.6,36.10675,1015.899667,18108,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FM,208,57,No,N
20140319,1.407,15.6,36.10675,1015.899667,32726,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FM,51,35,No,N
20140320,1.083,15.6,36.10675,1015.899667,37712,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FM,0,36,No,N
20140321,0.663,15.6,36.10675,1015.899667,26997,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FM,0,28,Yes,N
20140322,0.541,15.6,36.10675,1015.899667,27454,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FQ,0,33,Yes,N
20140323,0.843,15.6,36.10675,1015.899667,8638,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FQ,0,52,Yes,N
20140324,0.679,15.6,36.10675,1015.899667,53925,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FQ,0,43,No,N
20140325,0.318,15.6,36.10675,1015.899667,12666,147.8,5.532333333,,1.89,,9.208333333,200.6636667,LQ,198,38,No,N
20140326,1.696,15.6,36.10675,1015.899667,4264,147.8,5.532333333,,1.89,,9.208333333,200.6636667,LQ,0,64,No,N
20140327,0.577,15.6,36.10675,1015.899667,17584,147.8,5.532333333,,1.89,,9.208333333,200.6636667,LQ,0,26,No,N
20140328,0.4,15.6,36.10675,1015.899667,20215,170,5.44,5.56,1.73,12.7,10.1,190,NM,0,37,Yes,N
20140329,0.344,15.6,36.10675,1015.899667,7988,160,5.52,7.14,2.42,15.5,13,174,NM,94,67,Yes,N
20140330,1.188,15.6,36.10675,1015.899667,1136,154,5.64,8.33,2.62,15.2,13,282,NM,0,65,Yes,N
20140331,1.309,15.6,36.10675,1015.899667,8272,196,4.97,6.67,1.82,14.4,11.1,346,NM,0,43,No,N
20140401,0.863,18.8,35.87,1021.2,52158,29,6.99,10.81,1.25,2.6,1.8,355,NM,0,26,No,N
20140402,0.735,18.8,35.87,1019.5,18076,43,5.12,10.81,1.5,9.6,7.8,244,NM,0,49,No,N
20140403,0.774,18.8,35.87,1017.6,27196,57,5.58,10.81,1.41,7,5.9,237,NM,0,44,No,N
20140404,0.692,18.8,35.87,1013.5,28258,207,5.04,5.26,1.82,11.9,9.4,234,LQ,0,70,Yes,N
20140405,0.682,18.8,35.87,1013.1,14089,68,5.3,12.9,1.63,5.8,5,240,LQ,0,56,Yes,N
20140406,0.61,18.8,35.87,1020.6,7272,38,5.76,7.14,2.3,15.2,12.4,25,LQ,0,56,Yes,N
20140407,0.61,18.8,35.87,1014.1,43157,122,6.23,7.69,3.04,8.3,6.5,248,LQ,170,51,No,N
20140408,0.581,18.8,35.87,1004,21700,190,5.16,7.14,1.95,12.6,10.5,206,FQ,86,58,No,N
20140409,0.968,18.8,35.87,1007.7,16567,6,5.71,6.25,2.09,15.5,12.9,354,FQ,0,43,No,N
20140410,0.525,18.8,35.87,1025.4,18789,104.2,5.48775,99,1.59,3,2,280,FQ,0,34,No,N
20140411,0.584,18.8,35.87,1025.1,42584,191,4.79,5.26,1.34,8,6.9,250,FQ,0,61,Yes,N
20140412,0.207,18.8,35.87,1016.63825,24331,104.2,5.48775,,1.59,,7.42,191.07775,FM,0,33,Yes,N
20140413,0.351,18.8,35.87,1016.63825,7501,104.2,5.48775,,1.59,,7.42,191.07775,FM,0,33,Yes,N
20140414,0.164,18.8,35.87,1016.63825,43798,104.2,5.48775,,1.59,,7.42,191.07775,NM,23,54,No,N
20140415,0.138,18.8,35.87,1016.63825,32807,104.2,5.48775,,1.59,,7.42,191.07775,FM,290,74,No,N
20140416,1.148,18.8,35.87,1016.63825,35855,104.2,5.48775,,1.59,,7.42,191.07775,FM,8,72,No,N
20140417,1.283,18.8,35.87,1016.63825,38446,104.2,5.48775,,1.59,,7.42,191.07775,FM,0,65,No,N
20140418,1.201,18.8,35.87,1016.63825,43676,104.2,5.48775,,1.59,,7.42,191.07775,FM,20,59,Yes,N
20140419,1.152,18.8,35.87,1016.63825,46456,104.2,5.48775,,1.59,,7.42,191.07775,FM,305,60,Yes,N
20140420,1.115,18.8,35.87,1015.5,30637,60,8.02,10.81,4.74,20.4,16.3,65,FQ,193,67,Yes,N
20140421,1.749,18.8,35.87,1014.3,107737,61,7.04,10,3.47,17.3,14.4,2,FQ,5,52,No,N
20140422,0.942,18.8,35.87,1009.3,81930,62,7.36,9.09,1.51,8,6.9,251,FQ,0,36,No,N
20140423,0.981,18.8,35.87,1008.4,97553,12,5.28,5.56,1.75,13.6,11.4,2,LQ,0,37,No,N
20140424,0.863,18.8,35.87,1016.63825,103567,104.2,5.48775,,1.59,,7.42,191.07775,LQ,0,30,No,N
20140425,0.466,18.8,35.87,1016.63825,58893,104.2,5.48775,,1.59,,7.42,191.07775,LQ,23,50,Yes,N
20140426,0.971,18.8,35.87,1016.63825,143148,104.2,5.48775,,1.59,,7.42,191.07775,LQ,0,43,Yes,N
20140427,1.04,18.8,35.87,1016.63825,86316,104.2,5.48775,,1.59,,7.42,191.07775,NM,0,39,Yes,N
20140428,0.909,18.8,35.87,1017,176181,54,4.91,10,1.07,9.6,7.5,147,NM,3,41,No,N
20140429,1.004,18.8,35.87,1017.8,158435,82,4.68,5.88,1.11,8.5,7.1,164,NM,330,43,No,N
20140430,1.01,18.8,35.87,1020.5,167456,65,5.92,10.81,2.32,12.6,10.9,163,NM,18,69,No,N
20140501,1.099,22.5,35.516,1014.8,180858,57,6.1,13.79,2.09,8.4,6.8,217,NM,178,62,No,N
20140502,1.365,22.5,35.516,1013,178003,46,5.22,12.12,1.34,5.3,4.1,299,NM,3,45,Yes,N
20140503,1.25,22.5,35.516,1012.2,188284,97,6.71,12.12,0.78,3.3,2,216,NM,25,33,Yes,N
20140504,1.178,22.5,35.516,1014.5,145967,166,4.51,6.25,0.8,5.7,4.3,5,LQ,0,50,Yes,N
20140505,0.82,22.5,35.516,1016.2,170803,41,5.76,7.69,1.84,9.7,7.5,14,LQ,0,45,No,N
20140506,0.915,22.5,35.516,1011.3,137531,127,4.63,5,1.05,9.8,8.3,284,LQ,0,53,No,N
20140507,0.768,22.5,35.516,1021.9,209946,73,4.06,5.56,0.84,8.2,7.1,135,LQ,0,51,No,N
20140508,0.814,22.5,35.516,1022.2,133828,147,4.38,5.56,1.13,8.9,7.7,237,FQ,0,53,No,N
20140509,0.797,22.5,35.516,1021.6,178751,212,3.96,5,0.93,8.5,7.4,243,FQ,0,54,Yes,N
20140510,0.509,22.5,35.516,1022,109669,207,3.81,4.55,0.8,6.8,5.8,244,FQ,0,59,Yes,N
20140511,0.646,22.5,35.516,1021,20989,176,3.78,5.88,0.67,6.4,5.6,250,FM,0,43,Yes,N
20140512,0.643,22.5,35.516,1023.3,199286,149,5.08,7.14,0.47,2.3,1.7,232,FM,0,25,No,N
20140513,0.709,23.7,34.3,1022,132982,180,4.26,7.69,0.53,6.5,5.7,247,FM,0,42,No,N
20140514,0.646,23.7,34.4,1023.4,125791,138,6.99,8.33,0.79,3.3,2.8,247,NM,0,30,No,N
20140515,0.413,24,35,1020.5,54390,66,4.58,7.69,1.22,11,9.4,149,FM,30,58,No,N
20140516,0.358,22.8,35.2,1011.3,158395,158,5.91,7.14,3.03,15.9,12.8,182,FM,117,64,Yes,N
20140517,1.06,22.3,35.5,1019.6,94436,104,5.8,8.33,1.66,6.8,5.3,300,FM,0,39,Yes,N
20140518,0.961,22.4,35.5,1022.6,28479,94,6.12,7.69,0.86,4.9,3.3,358,FM,0,24,Yes,N
20140519,0.968,22.2,35.6,1024.8,156721,69,5.26,12.12,1.52,12.9,9.3,8,FQ,0,32,No,N
20140520,0.863,22.4,35.7,1024.1,106554,62,4.78,11.43,0.97,8.4,6.8,288,FQ,0,43,No,N
20140521,0.499,22.1,35.8,1017.8,138716,233,4.94,5.88,2.17,15.2,13.1,241,FQ,0,77,No,N
20140522,0.404,21.8,35.2,1011.9,119264,199,4.79,6.67,1.57,8.2,6.9,246,FQ,0,52,No,N
20140523,0.614,22.2,35,1015.1,154455,355,4.22,3.85,0.79,10,8.2,9,LQ,0,30,Yes,N
20140524,0.764,22.4,35.5,1018.2,154576,9,5.05,5.26,1.24,9.1,7.6,7,LQ,8,36,Yes,N
20140525,0.86,22.6,35.4,1022.4,58058,36,5.81,6.67,0.81,7.3,6.2,304,LQ,0,22,Yes,N
20140526,0.856,22.9,35.2,1024.2,196521,49,6.25,10.81,1.09,6.1,4.7,248,NM,0,49,No,N
20140527,0.472,22.8,35.2,1018.4,155272,223,4.74,6.25,1.84,14.6,12.4,230,NM,0,75,No,N
20140528,0.797,23.2,35.3,1015,156306,207,4.73,6.25,1.74,9.1,6.9,256,NM,0,47,No,N
20140529,0.843,23.8,35.4,1018,138884,21,4.63,5.26,1.31,5.3,2.2,18,NM,0,41,No,N
20140530,0.991,23.8,35.5,1018.6,161766,52,5.55,10.81,1.58,5.2,2.5,12,NM,0,34,Yes,N
20140531,1.171,24,35.7,1020.1,149593,71,5.34,10,1.2,3.4,0.8,357,NM,0,34,Yes,N
20140601,0.971,23.8,35.7,1025.3,35559,48,5.62,10,1.95,10.3,8,20,NM,0,46,Yes,N
20140602,0.883,23.7,35.7,1024.6,196775,64,7.37,12.12,1.57,4.9,3.5,7,LQ,0,23,No,N
20140603,0.961,23.9,35.7,1018.6,151275,58,6.96,11.43,1.74,4.1,1.8,262,LQ,0,37,No,N
20140604,0.699,23.8,35.8,1012.2,142951,62,5.94,10,1.67,3,1.8,254,LQ,0,39,No,N
20140605,0.568,23.8,35.8,1008.5,127163,203,5.77,7.14,2.96,15.4,12.3,227,LQ,3,74,No,N
20140606,0.686,24.1,34.9,1013.1,115017,195,5.8,7.14,1.35,4.4,3.2,27,FQ,0,31,Yes,N
20140607,0.459,24.1,35.4,1015.7,98996,72,5.04,9.09,1,6.6,5,32,FQ,0,30,Yes,N
20140608,0.492,24.3,35.3,1016.8,43597,86,5.98,7.69,0.71,2.8,1.8,15,FQ,0,26,Yes,N
20140609,0.217,24.6,34.9,812.8512,162842,138.3,3.9204,,1.09,,5.5665,185.3813333,FQ,0,56,No,N
20140610,0.269,24.7,35,1015,117735,181,4.2,5,1.02,8.6,7.6,211,FM,58,46,No,N
20140611,0.591,25.6,35.1,812.8512,110194,138.3,3.9204,,1.09,,5.5665,185.3813333,FM,0,32,No,N
20140612,0.643,26.1,34.7,812.8512,85982,138.3,3.9204,,1.09,,5.5665,185.3813333,NM,38,37,No,N
20140613,0.745,25.6,35.3,1013.3,10826,202,4.66,5.26,1.06,5.7,4.6,231,FM,33,57,Yes,N
20140614,1.001,25.4,35.6,1014.9,81871,186,4.79,5.88,1.03,3.7,2.9,301,FM,46,33,Yes,N
20140615,1.024,25.9,35.5,812.8512,42187,138.3,3.9204,,1.09,,5.5665,185.3813333,FM,0,30,Yes,N
20140616,0.997,26.1,35.6,812.8512,101037,138.3,3.9204,,1.09,,5.5665,185.3813333,FM,0,33,No,N
20140617,0.951,26.1,35.6,812.8512,62801,138.3,3.9204,,1.09,,5.5665,185.3813333,FM,0,51,No,N
20140618,0.781,26.2,35.6,812.8512,78191,138.3,3.9204,,1.09,,5.5665,185.3813333,FQ,0,60,No,N
20140619,0.758,26.2,35.7,1018.9,101526,227,4.34,5.88,1.26,11,9.2,239,FQ,25,53,No,N
20140620,0.837,26.1,35.7,812.8512,118006,138.3,3.9204,,1.09,,5.5665,185.3813333,FQ,25,30,Yes,N
20140621,0.6,26.6,35.5,1012.5,106377,208,4.8,5.88,0.94,7.1,5.7,243,LQ,69,28,Yes,N
20140622,0.62,27,35.3,1011,27813,203,4.72,4.55,0.8,4.5,3.3,231,LQ,130,23,Yes,N
20140623,0.728,27,35.4,1018.3,161785,72,4.63,7.69,1.02,8.2,7.2,39,LQ,0,36,No,N
20140624,0.709,27.1,35.5,1020.6,111322,89,5.87,7.69,0.97,3,2.2,148,NM,8,32,No,N
20140625,0.62,26.9,35.8,1017,134021,116,4.33,7.69,0.72,6.8,5.8,208,NM,0,32,No,N
20140626,0.719,27.3,35.2,1014.5,125234,206,5.05,6.25,1.38,7,6.2,250,NM,0,35,No,N
20140627,0.561,28.2,36,1017.5,121122,39,4.15,3.45,0.66,6.5,5.5,95,NM,0,35,Yes,N
20140628,0.787,27.8,35.9,812.8512,114958,138.3,3.9204,,1.09,,5.5665,185.3813333,NM,0,35,Yes,N
20140629,0.899,27.6,36,812.8512,34913,138.3,3.9204,,1.09,,5.5665,185.3813333,NM,0,35,Yes,N
20140630,0.866,27.7,36,812.8512,175890,138.3,3.9204,,1.09,,5.5665,185.3813333,NM,0,34,No,N
20140701,0.794,27.9,36,1016.2,127281,78,6.95,9.09,0.78,2.5,1.6,238,NM,0,26,No,N
20140702,0.633,27.8,35.9,1016.4,145760,85,4.09,9.09,0.76,6.6,5.5,245,LQ,0,48,No,N
20140703,0.246,27.8,35.8,1016.81,125451,169.1,4.72575,,1.14,,6.7485,213.79025,LQ,74,93,No,N
20140704,1.778,27.3,35.8,1015.6,157140,169,5.39,8.33,2.36,10.1,8.3,284,LQ,434,59,Yes,N
20140705,0.902,27.3,35.9,1024,138285,55,4.77,8.33,1.15,9.6,7.7,24,LQ,0,35,Yes,N
20140706,0.705,27.1,35.9,1016.81,37720,169.1,4.72575,,1.14,,6.7485,213.79025,FQ,0,20,Yes,N
20140707,0.659,27.3,35.9,1018.6,162819,104,4.54,7.69,0.63,5.1,4.4,255,FQ,0,46,No,N
20140708,0.361,27.3,35.9,1018.2,172732,223,4.69,5.88,1.55,8.2,7.3,235,FQ,0,72,No,N
20140709,0.079,27.3,35.8,1017.5,173557,217,5.11,6.67,1.72,11.1,9.4,303,FM,0,69,No,N
20140710,0.23,27.6,35.8,1020.1,159045,206,4.77,5.88,1.37,7.6,6.4,213.79025,FM,130,48,No,N
20140711,0.594,27.6,36,1021.4,136964,170,4.79,5.88,0.78,5.4,4.6,213.79025,NM,89,27,Yes,N
20140712,0.732,27.7,36,1023,90209,100,4.72,8.33,0.58,5.1,3.9,213.79025,FM,0,22,Yes,Y
20140713,0.856,27.7,35.9,1021,15202,154,6.15,7.14,0.5,0.1,0,213.79025,FM,0,29,Yes,N
20140714,0.794,27.8,36,1017,212955,129,4.54,9.09,0.94,6.5,5.5,213.79025,FM,0,47,No,N
20140715,0.633,27.8,35.9,1013,152034,212,4.63,6.25,1.63,14.4,12.4,213.79025,FM,282,55,No,N
20140716,0.741,27.2,35.6,1011.4,172556,218,5.08,6.67,1.77,11.9,10,213.79025,FM,168,36,No,N
20140717,0.823,27.1,35.5,1015.4,174535,27,4.63,5,0.95,10.4,7.9,213.79025,FQ,0,28,No,N
20140718,0.643,26.8,35.7,1020.3,187983,29,5.11,5.26,1.7,11.6,9.1,213.79025,FQ,0,45,Yes,N
20140719,0.673,26.4,36.1,1018.7,141569,102,5.68,8.33,1.45,4.9,2,213.79025,FQ,74,28,Yes,N
20140720,0.663,26.8,35.8,1016.81,14324,169.1,4.72575,,1.14,,6.7485,213.79025,LQ,0,22,Yes,N
20140721,0.276,27.1,35.6,1020.8,205066,134,5,6.67,1.05,7.5,6.4,213.79025,LQ,0,30,No,N
20140722,0.607,26.7,35.7,1021.4,129418,129,4.81,7.69,1.12,8.2,7.1,213.79025,LQ,43,33,No,N
20140723,0.748,27.2,35.6,1016.81,192875,169.1,4.72575,,1.14,,6.7485,213.79025,LQ,0,42,No,N
20140724,0.748,27.1,35.7,1012.3,148278,204,4.3,5,1.24,9.9,8.6,213.79025,NM,307,42,No,N
20140725,0.922,27.1,35.7,1017.6,192286,143,4.72,7.69,0.76,4,3.1,213.79025,NM,51,25,Yes,N
20140726,0.833,27.5,35.8,1016.4,160682,134,5.39,6.25,0.7,4.4,3.1,213.79025,NM,0,25,Yes,N
20140727,0.771,27.5,35.8,1013.3,21859,201,4.01,5.26,0.84,9,7.8,213.79025,NM,0,42,Yes,Y
20140728,0.823,27.7,35.6,1008.5,230356,204,4.6,7.14,1.51,11.1,9.4,213.79025,NM,0,51,No,N
20140729,0.984,27.6,35.5,1012,169913,135,4.94,8.33,0.99,7.7,6.3,213.79025,NM,0,32,No,N
20140730,0.853,27.6,35.6,1017.3,179263,59,5.32,6.67,1.14,9,7.3,213.79025,NM,0,31,No,N
20140731,0.741,27.5,35.6,1020.2,169138,128,5.64,6.67,1.11,5.6,4.2,213.79025,NM,0,27,No,N
20140801,0.453,27.3,35.5,1019.2,185732,109,4.76,7.14,1.07,8.4,7.3,187.5695,LQ,259,43,Yes,N
20140802,0.538,27,35.1,1019.9,179207,154,4.85,6.67,1.44,11.5,9.6,187.5695,LQ,127,44,Yes,N
20140803,0.686,26.9,35.2,1020,22244,133,5.81,6.67,1.34,2.4,1.7,187.5695,LQ,594,34,Yes,N
20140804,0.541,26.7,35.2,1019.8,171231,165,5.86,7.69,0.8,5.6,4.4,187.5695,LQ,249,29,No,N
20140805,0.653,26.7,35.2,1015.4,223247,136,9.11,12.9,2.78,8.3,6.5,187.5695,FQ,61,22,No,N
20140806,0.748,27.1,35.2,1015,178600,147,7.88,9.09,1.53,4.5,3.8,187.5695,FQ,147,30,No,N
20140807,0.741,27.5,35.2,1014.7,205913,114,6.12,7.69,0.71,4.3,3.3,187.5695,FQ,8,26,No,N
20140808,0.892,27.3,35.4,1018.7,183515,87,4.84,10.81,0.95,8.9,7.4,28,FM,0,30,Yes,N
20140809,0.896,27.1,35.5,1019.4,188400,49,4.38,4.55,1.01,9.4,7.9,20,FM,5,28,Yes,N
20140810,0.883,27,35.5,1018.8,83189,120,4.49,8.33,0.96,6.5,5.6,76,NM,0,34,Yes,N
20140811,0.866,27,35.5,1018.1,158981,117,5.27,6.25,1.59,8.9,7.7,73,FM,0,46,No,N
20140812,1.125,27.3,35.6,1012.2,177680,97,5.39,6.67,1.47,7.7,6.7,159,FM,876,44,No,N
20140813,1.391,27.4,35.5,1015.91275,195736,133.9,5.26825,,1.15,,5.3035,187.5695,FM,0,38,No,N
20140814,1.309,27.3,35.5,1015.5,200621,180,4.57,6.67,0.72,5.7,4.6,349,FM,0,25,No,N
20140815,1.234,27.7,35.5,1017.3,193625,83,7.15,8.33,0.71,3.4,2.4,308,FQ,0,30,Yes,N
20140816,1.024,27.5,35.5,1017.7,173721,102,5.46,8.33,0.49,2.5,1.9,249,FQ,0,31,Yes,N
20140817,0.925,27.5,35.5,1015.9,40138,203,4.12,4.17,0.63,3.4,2.6,250,FQ,0,29,Yes,N
20140818,0.719,27.7,35.4,1013.5,203737,183,4.37,4.55,0.58,2,1,280,FQ,168,26,No,N
20140819,0.82,27.8,35.1,1009.9,156521,205,4.49,6.25,1.13,6.6,5.5,230,LQ,5,31,No,N
20140820,1.04,28.1,34.8,1015.91275,197332,133.9,5.26825,,1.15,,5.3035,187.5695,LQ,3,19,No,N
20140821,0.866,28.3,34.7,1018.1,191240,51,6.04,9.09,0.7,3.2,2.4,187,LQ,0,22,No,N
20140822,1.047,28.7,34.8,1015.5,182711,31,4.38,8.33,0.66,3.8,2.9,282,NM,0,25,Yes,N
20140823,1.122,28.6,34.9,1014.4,165862,40,4.72,8.33,0.62,4.5,3.7,345,NM,46,31,Yes,N
20140824,1.142,28,35,1014.6,16644,32,5.78,7.69,2.3,14.6,12.3,14,NM,3,58,Yes,Y
20140825,1.473,27.3,35.6,1015.8,281966,39,7.01,11.43,3.04,14.6,11.5,16,NM,3,57,No,N
20140826,1.604,27,35.8,1016.9,184448,61,6.44,10,2.38,12.5,10.4,5,NM,0,49,No,N
20140827,1.781,26.9,35.8,1012.9,183605,125,7.08,14.81,2.92,13.9,11.2,5,NM,0,47,No,Y
20140828,1.637,27,35.7,1014.8,201222,126,5.73,10.81,1.44,8.9,7.3,268,NM,0,36,No,N
20140829,1.24,27.1,35.8,1020,184743,105,5.89,9.09,0.99,4.4,3.1,275,NM,0,31,Yes,N
20140830,1.086,27.5,35.8,1023.2,136033,89,5.9,7.14,0.85,4.9,4,152,LQ,0,30,Yes,N
20140831,1.001,27.6,35.8,1022.1,50824,116,6.22,9.09,1.06,4,3.1,190,LQ,0,36,Yes,N
20140901,1.001,27.7,35.4,1019.6,289132,128,4.18,7.14,0.8,5.5,4.6,219,LQ,0,51,No,N
20140902,0.853,28,35.5,1018.2,186763,193,4.45,4.35,1.01,6.4,5.4,223,LQ,0,54,No,N
20140903,0.495,28,35.5,1018.1,22482,216,4.33,5,0.91,7.4,6.3,202,FQ,0,50,No,N
20140904,0.515,28.4,35.2,1022.2,342194,122,4.46,7.69,0.57,3.4,2.8,211,FQ,0,29,No,N
20140905,0.62,28.4,35.4,1017.278333,188634,96,5.26825,,1.38,,6.383666667,170.8426667,FQ,0,33,Yes,N
20140906,0.692,28.3,35.3,1018.5,181997,160,3.88,7.14,0.57,7,6.1,184,FM,0,41,Yes,N
20140907,0.889,28,35.6,1017.2,53993,211,4,5.26,0.86,6.3,5.5,251,FM,69,30,Yes,N
20140908,1.047,28.1,35.4,1019.7,263496,11,4.84,5.56,0.68,5.3,4.3,180,NM,282,27,No,N
20140909,1.535,27.9,35,1016.7,176765,217,5.23,6.25,1.57,8.9,7.6,205,FM,333,41,No,N
20140910,1.781,27.6,35.3,1018.1,163063,46,4.87,8.33,1.01,7.1,6,346,FM,0,28,No,N
20140911,1.811,27.8,35.6,1017.2,194914,54,6.94,10,0.87,3.7,2.6,246,FM,0,33,No,N
20140912,1.722,27.8,35.7,1016.8,198166,40,4.35,9.09,0.88,7,6.1,250,FM,0,35,Yes,N
20140913,1.545,27.9,35.7,1018.9,76009,44,5.64,7.69,0.65,0.7,0.3,292,FM,0,22,Yes,N
20140914,1.585,27.7,35.8,1022,29963,9,4.64,5.26,1.18,9.9,8.3,357,FQ,0,44,Yes,N
20140915,1.532,28.2,35.8,1022.2,255613,44,5.55,7.69,1.32,9.2,7.2,6,FQ,0,30,No,N
20140916,1.316,27.5,35.8,1016.5,183557,41,6.38,7.69,0.68,3.6,2.4,310,FQ,157,22,No,N
20140917,1.02,27.4,35.8,1014.2,156372,107,6.33,12.9,1.43,9.6,7.9,68,LQ,0,43,No,N
20140918,1.493,27.7,35.7,1014.8,168018,92,6.04,11.43,1.79,10.9,8.9,10,LQ,0,36,No,N
20140919,1.266,27.4,35.8,1020.9,203919,58,5.47,6.67,1.82,11.6,9,52,LQ,0,43,Yes,N
20140920,1.385,27.3,35.8,1018.5,87921,69,6.2,10,2.32,8.4,6.5,112,LQ,749,39,Yes,N
20140921,2.152,26.8,35.7,1005.7,35166,107,6.21,9.09,2.56,15.1,12.5,318,NM,353,43,Yes,N
20140922,1.565,26.6,35.7,1015.2,247989,126,5.61,8.33,1.55,6.9,5.4,334,NM,0,37,No,N
20140923,1.234,26.7,35.8,1022.1,141387,4,5.12,5.88,1.69,12.8,10.5,26,NM,36,53,No,N
20140924,1.453,26.7,35.9,1022,45758,61,6.24,7.14,1.91,3.5,2.6,72,NM,584,46,No,N
20140925,1.575,27,35.8,1022.1,199591,52,7.13,11.43,2.05,7.7,6.4,177,NM,155,26,No,N
20140926,1.732,26.9,35.8,1019.5,122426,41,5.37,10,1.58,12,10.1,2,NM,0,45,Yes,N
